Fish_abund,Coral_cover,Long_Term_Kd_Variability,ID,value
519.329168690508,31.3319915475015,0.0319999977946281,1000001,0.0
519.329168690508,31.3319915475015,0.0690000057220459,1000002,0.0
519.329168690508,31.3319915475015,0.0300000011920929,1000003,0.0
519.329168690508,31.3319915475015,0.0490000024437904,1000004,0.0
519.329168690508,31.3319915475015,1.47700011730194,1000005,1.0
519.329168690508,31.3319915475015,0.664000019431114,1000006,1.0
519.329168690508,31.3319915475015,0.0409999936819077,1000007,0.0
519.329168690508,31.3319915475015,0.329000003635883,1000008,0.0
519.329168690508,31.3319915475015,0.466000035405159,1000009,0.0
519.329168690508,31.3319915475015,0.0539999976754189,1000010,0.0
519.329168690508,31.3319915475015,0.0480000004172325,1000011,0.0
519.329168690508,31.3319915475015,0.499000012874603,1000012,1.0
519.329168690508,31.3319915475015,1.25,1000013,1.0
519.329168690508,31.3319915475015,0.261000022292137,1000014,1.0
519.329168690508,31.3319915475015,0.215000003576279,1000015,1.0
519.329168690508,31.3319915475015,0.246000021696091,1000016,0.0
519.329168690508,31.3319915475015,0.0620000064373016,1000017,0.0
519.329168690508,31.3319915475015,0.0429999977350235,1000018,0.0
519.329168690508,31.3319915475015,0.0520000085234642,1000019,0.0
519.329168690508,31.3319915475015,0.0380000025033951,1000020,0.0
519.329168690508,31.3319915475015,0.0620000064373016,1000021,0.0
519.329168690508,31.3319915475015,1.7610000371933,1000022,1.0
519.329168690508,31.3319915475015,1.27750015258789,1000023,1.0
519.329168690508,31.3319915475015,1.47700007259846,1000024,0.0
519.329168690508,31.3319915475015,0.41899998486042,1000025,0.0
519.329168690508,31.3319915475015,0.562000036239624,1000026,0.0
519.329168690508,31.3319915475015,0.0530000105500221,1000027,0.0
519.329168690508,31.3319915475015,0.0460000112652779,1000028,0.0
519.329168690508,31.3319915475015,0.0480000004172325,1000029,0.0
519.329168690508,31.3319915475015,0.0400000065565109,1000030,0.0
519.329168690508,31.3319915475015,0.0349999964237213,1000031,0.0
519.329168690508,31.3319915475015,0.0439999997615814,1000032,0.0
519.329168690508,31.3319915475015,0.605000048875809,1000033,0.0
519.329168690508,31.3319915475015,0.261000007390976,1000034,0.0
519.329168690508,31.3319915475015,0.125,1000035,1.0
519.329168690508,31.3319915475015,0.111000001430511,1000036,10.0
519.329168690508,31.3319915475015,0.458000019192696,1000037,0.0
519.329168690508,31.3319915475015,0.0610000044107437,1000038,1.0
519.329168690508,31.3319915475015,0.402000024914742,1000039,0.0
519.329168690508,31.3319915475015,1.19700002670288,1000040,0.0
519.329168690508,31.3319915475015,1.54600004851818,1000041,0.0
519.329168690508,31.3319915475015,0.0640000104904175,1000042,0.0
519.329168690508,31.3319915475015,0.0580000057816505,1000043,0.0
519.329168690508,31.3319915475015,0.0500000044703484,1000044,0.0
519.329168690508,31.3319915475015,0.0490000024437904,1000045,0.0
519.329168690508,31.3319915475015,0.034000001847744,1000046,0.0
519.329168690508,31.3319915475015,0.0490000024437904,1000047,0.0
519.329168690508,31.3319915475015,0.0419999957084656,1000048,0.0
519.329168690508,31.3319915475015,0.039000004529953,1000049,0.0
519.329168690508,31.3319915475015,0.345000028610229,1000050,0.0
519.329168690508,31.3319915475015,0.472500026226044,1000051,0.0
519.329168690508,31.3319915475015,0.199000015854836,1000052,1.0
519.329168690508,31.3319915475015,0.335000023245811,1000053,0.0
519.329168690508,31.3319915475015,1.01100008189678,1000054,1.0
519.329168690508,31.3319915475015,0.538000032305717,1000055,0.0
519.329168690508,31.3319915475015,0.0860000029206276,1000056,38.0
519.329168690508,31.3319915475015,0.274000003933907,1000057,0.0
519.329168690508,31.3319915475015,0.0600000023841858,1000058,0.0
519.329168690508,31.3319915475015,0.347000032663345,1000059,0.0
519.329168690508,31.3319915475015,0.567000046372414,1000060,0.0
519.329168690508,31.3319915475015,0.0429999977350235,1000061,0.0
519.329168690508,31.3319915475015,0.0535000115633011,1000062,0.0
519.329168690508,31.3319915475015,1.04650005698204,1000063,0.0
519.329168690508,31.3319915475015,0.0374999940395355,1000064,0.0
519.329168690508,31.3319915475015,1.30950009822845,1000065,0.0
519.329168690508,31.3319915475015,0.351000025868416,1000066,0.0
519.329168690508,31.3319915475015,0.0549999922513962,1000067,1.0
519.329168690508,31.3319915475015,0.063000001013279,1000068,0.0
519.329168690508,31.3319915475015,0.254000008106232,1000069,0.0
519.329168690508,31.3319915475015,0.0659999996423721,1000070,0.0
519.329168690508,31.3319915475015,0.255000025033951,1000071,0.0
519.329168690508,31.3319915475015,0.0370000004768372,1000072,0.0
519.329168690508,31.3319915475015,0.0689999982714653,1000073,0.0
519.329168690508,31.3319915475015,0.0759999975562096,1000074,31.0
519.329168690508,31.3319915475015,0.245000019669533,1000075,0.0
519.329168690508,31.3319915475015,0.184000015258789,1000076,1.0
519.329168690508,31.3319915475015,0.0570000037550926,1000077,0.0
519.329168690508,31.3319915475015,1.41700005531311,1000078,0.0
519.329168690508,31.3319915475015,1.06999999284744,1000079,0.0
519.329168690508,31.3319915475015,0.0380000099539757,1000080,0.0
519.329168690508,31.3319915475015,0.0555000007152557,1000081,0.0
519.329168690508,31.3319915475015,0.201000019907951,1000082,1.0
519.329168690508,31.3319915475015,0.0565000027418137,1000083,1.0
519.329168690508,31.3319915475015,0.319000005722046,1000084,0.0
519.329168690508,31.3319915475015,0.0570000037550926,1000085,0.0
519.329168690508,31.3319915475015,0.0590000003576279,1000086,0.0
519.329168690508,31.3319915475015,0.0460000038146973,1000087,0.0
519.329168690508,31.3319915475015,0.0359999984502792,1000088,0.0
519.329168690508,31.3319915475015,0.0370000004768372,1000089,0.0
519.329168690508,31.3319915475015,0.274000018835068,1000090,0.0
519.329168690508,31.3319915475015,0.177000015974045,1000091,1.0
519.329168690508,31.3319915475015,0.175000011920929,1000092,1.0
519.329168690508,31.3319915475015,0.162000000476837,1000093,1.0
519.329168690508,31.3319915475015,0.304000020027161,1000094,0.0
519.329168690508,31.3319915475015,0.318000011146069,1000095,0.0
519.329168690508,31.3319915475015,0.0490000024437904,1000096,0.0
519.329168690508,31.3319915475015,0.0399999991059303,1000097,0.0
519.329168690508,31.3319915475015,0.122500002384186,1000098,1.0
519.329168690508,31.3319915475015,0.0509999990463257,1000099,0.0
519.329168690508,31.3319915475015,0.0690000057220459,1000100,0.0
519.329168690508,31.3319915475015,0.0480000078678131,1000101,0.0
519.329168690508,31.3319915475015,0.177000001072884,1000102,0.0
519.329168690508,31.3319915475015,0.0330000072717667,1000103,0.0
519.329168690508,31.3319915475015,0.232500016689301,1000104,0.0
519.329168690508,31.3319915475015,0.676000013947487,1000105,1.0
519.329168690508,31.3319915475015,0.916499853134155,1000106,1.0
519.329168690508,31.3319915475015,0.980000004172325,1000107,0.0
519.329168690508,31.3319915475015,0.0700000002980232,1000108,0.0
519.329168690508,31.3319915475015,0.0750000104308128,1000109,32.0
519.329168690508,31.3319915475015,0.0610000044107437,1000110,1.0
519.329168690508,31.3319915475015,0.0560000017285347,1000111,0.0
519.329168690508,31.3319915475015,0.0570000037550926,1000112,0.0
519.329168690508,31.3319915475015,0.0600000023841858,1000113,1.0
519.329168690508,31.3319915475015,0.0550000071525574,1000114,0.0
519.329168690508,31.3319915475015,0.0349999964237213,1000115,0.0
519.329168690508,31.3319915475015,0.0490000024437904,1000116,0.0
519.329168690508,31.3319915475015,0.0520000085234642,1000117,0.0
519.329168690508,31.3319915475015,0.0679999962449074,1000118,0.0
519.329168690508,31.3319915475015,0.0599999949336052,1000119,0.0
519.329168690508,31.3319915475015,0.0495000034570694,1000120,0.0
519.329168690508,31.3319915475015,0.0420000106096268,1000121,0.0
519.329168690508,31.3319915475015,0.893999993801117,1000122,1.0
519.329168690508,31.3319915475015,0.039000004529953,1000123,0.0
519.329168690508,31.3319915475015,0.990000039339066,1000124,1.0
519.329168690508,31.3319915475015,0.0450000017881393,1000125,0.0
519.329168690508,31.3319915475015,0.725000143051147,1000126,1.0
519.329168690508,31.3319915475015,0.0324999988079071,1000127,0.0
519.329168690508,31.3319915475015,0.955000072717667,1000128,0.0
519.329168690508,31.3319915475015,0.0970000177621841,1000129,20.0
519.329168690508,31.3319915475015,0.0640000104904175,1000130,0.0
519.329168690508,31.3319915475015,0.0600000023841858,1000131,1.0
519.329168690508,31.3319915475015,0.0560000091791153,1000132,0.0
519.329168690508,31.3319915475015,0.0570000037550926,1000133,1.0
519.329168690508,31.3319915475015,0.0560000017285347,1000134,1.0
519.329168690508,31.3319915475015,0.0500000044703484,1000135,0.0
519.329168690508,31.3319915475015,0.0459999963641167,1000136,0.0
519.329168690508,31.3319915475015,0.0499999970197678,1000137,0.0
519.329168690508,31.3319915475015,0.0539999976754189,1000138,0.0
519.329168690508,31.3319915475015,0.0489999949932098,1000139,0.0
519.329168690508,31.3319915475015,0.670500040054321,1000140,1.0
519.329168690508,31.3319915475015,0.243000015616417,1000141,0.0
519.329168690508,31.3319915475015,0.039000004529953,1000142,0.0
519.329168690508,31.3319915475015,0.0460000038146973,1000143,0.0
519.329168690508,31.3319915475015,0.578000068664551,1000144,1.0
519.329168690508,31.3319915475015,0.906000077724457,1000145,0.0
519.329168690508,31.3319915475015,0.0565000027418137,1000146,0.0
519.329168690508,31.3319915475015,0.0439999997615814,1000147,0.0
519.329168690508,31.3319915475015,0.0509999990463257,1000148,0.0
519.329168690508,31.3319915475015,0.0460000038146973,1000149,0.0
519.329168690508,31.3319915475015,0.0439999997615814,1000150,0.0
519.329168690508,31.3319915475015,0.0349999964237213,1000151,0.0
519.329168690508,31.3319915475015,1.02650022506714,1000152,1.0
519.329168690508,31.3319915475015,0.67300009727478,1000153,1.0
519.329168690508,31.3319915475015,0.0509999990463257,1000154,0.0
519.329168690508,31.3319915475015,0.0380000025033951,1000155,0.0
519.329168690508,31.3319915475015,0.0530000030994415,1000156,0.0
519.329168690508,31.3319915475015,0.0350000038743019,1000157,0.0
519.329168690508,31.3319915475015,0.0300000011920929,1000158,0.0
519.329168690508,31.3319915475015,0.989000082015991,1000159,1.0
519.329168690508,31.3319915475015,0.0609999969601631,1000160,0.0
519.329168690508,31.3319915475015,0.0499999970197678,1000161,0.0
519.329168690508,31.3319915475015,0.0424999967217445,1000162,0.0
519.329168690508,31.3319915475015,0.0439999997615814,1000163,0.0
